"afw-test-harness-1.5","bde42b56b84fb2f184f83f2a00fb00a1bd4db22e"
"afw-test-harness-2.1","0813c5aaa9ee870a4bac375e462c296aa28ef6a6"
"android-1.6_r1","8f4b5a561813ee8c22d2b8e73c33299471d4a3f3"
"android-1.6_r1.1","dde8b50b87fdb6849428fff7808e060489b31142"
"android-1.6_r1.5","a16a12a27d1f25c3f3aa5f9a10fd202df785a82d"
"android-1.6_r2","b6debd72fdf4a769d4749ef25ac8ece6a4e436dd"
"android-2.0.1_r1","7dc48d34ae680e5304f11a8ff898598672162727"
"android-2.0_r1","92d82787e911d24b8b0ee24bb87c2922a595d9c4"
"android-2.1_r1","63ee17a933c637a74c59210f7e71fec9709a9d33"
"android-2.1_r2","0cccec0a9bdc59700a4720daf5ac5f4c86b6ed14"
"android-2.1_r2.1p","562ac30bddb37b8bebeedfb035111dda41187332"
"android-2.1_r2.1s","773f3ae2112c40801eeb94d4d824ffe2bdee2470"
"android-2.2.1_r1","ec721fd1db4d895b342cfb83c651e0b78afac4dd"
"android-2.2.3_r2.1","adba66b5d89fd8382c4f6b90d772942d86d5afbf"
"android-2.2_r1","71beeab14a891297b6658c4aeb47557083091aa1"
"android-2.2_r1.1","34c0b2ee11c237be5244eecc34814862b3003822"
"android-2.2_r1.2","00ccd5d026fcd0e4b9d27dc5a9ffa13ca0408449"
"android-2.2_r1.3","f1f07993792dbf2d49613d474a696ec0927828d2"
"android-2.3.1_r1","6bcc7a7e5fc5a2340c4f060141bec9d181454807"
"android-2.3.3_r1","b417337486667a47c6e0c8430d4095e182f4aaa0"
"android-2.3.3_r1.1","da8aea7cd12ab3a03aca21c3c01bf27be87f783a"
"android-2.3.4_r0.9","54d3e90592792fa951903a52b6c647f93b51b7c1"
"android-2.3.5_r1","7336486ce145098b2584683bcd7c46dd78ed26a2"
"android-2.3.6_r0.9","365522a828f529593aa87e4d5a22f0cf2460c45a"
"android-2.3.6_r1","724ffc36583ad81d33c5d4d2057ed12eece719ad"
"android-2.3.7_r1","3f2821425f1ab6eddb76a8725e3f2c3edb5d8b07"
"android-2.3_r1","6471cd5f7d0125713081c9be4772922eedd2a904"
"android-3.2.4_r1","7944ef8bc137b1b73b879ab6cb5fbff9db7a98d2"
"android-4.0.1_r1","fd1d05a01a704db47f6e60425c0ac3e1bd4cffbf"
"android-4.0.2_r1","185d0e7f0a843b3fd0cd6696a01b19d21de85693"
"android-4.0.3_r1","94180377e709ed0faff6ea94c75af0f0a1183b36"
"android-4.0.3_r1.1","bf35112b2835201ab007b33c3a2cb3b9e6a6d166"
"android-4.0.4_r1","44857eeb0ff0a3fb9ade3dbe8ff4425283d9ae09"
"android-4.0.4_r1.1","df331873c8576e0ae34ae1ee3cc258beed373535"
"android-4.1.1_r1","c292a619c71a2ee56e42ca5ef45fbc62e5c09f1e"
"android-4.1.1_r3","f186b07b463447707117e2b54fc02f7ed30d6e43"
"android-4.1.1_r4","4b9a8d75b8796ea07cadd61ceef135c173167c8e"
"android-4.1.1_r5","f959d1084eae42af1403d9c3f423143869a2f6cb"
"android-4.1.1_r6","b046b20f1a5406ddda60c548036ed9e887da49df"
"android-4.1.2_r1","4873a480f6df3f84bb3ca5c8647e9498aaf597a5"
"android-4.2.1_r1","b361b3043bb351ab175ae1ff3dae4de9fe31d42b"
"android-4.2.2_r1","763ef60466ac752a3031719fb86b08486c9946b1"
"android-4.2_r1","9a7debe5857ffc7c71cfc4082b1b6d72a5cf81cd"
"android-4.3.1_r1","0c82481e783a2fa7d97bbd6140be3f8c3642e4e0"
"android-4.3_r0.9","b44d66fa8e24e896291f923af2fa30ad87087b45"
"android-4.3_r0.9.1","0e57464d905037dfb269a221963d91f65b288288"
"android-4.3_r1","2e55547acca4d5399cd1ff843ae6ec99c79d6782"
"android-4.3_r1.1","fb381053d5547e4840a85f06b70781c7d35307ed"
"android-4.3_r2","1ff1cd1b9676d4f19ae90fddace31e05aaa121a3"
"android-4.3_r2.1","a34a64d2b1df270331cfe9817f59e875b3298aca"
"android-4.3_r2.2","36ebb70df6f2e7c62adc9bd8372293a2194d6516"
"android-4.3_r3","79c8965bb057899e6be014d7a31aaaced3fdb0f7"
"android-4.3_r3.1","d3b20563684da1dfbdb51bbeb484f3de2a4b2f19"
"android-4.4.1_r1","feef9887e8f8eb6f64fc1b4552c02efb5755cdc1"
"android-4.4.3_r1","76593e19f9aeff5242f006c105a7e77e2cee33fd"
"android-4.4.4_r1","63ade05d76785975fc3292ca030abbaa1dda8891"
"android-4.4_r0.7","9431a88533b61532087c6c914db994eaa48ac3f7"
"android-4.4_r0.8","c0f8f24019ea1d2bada4c3f89163068ebb37349b"
"android-4.4_r0.9","cf1805f8547328dbbc1e879d25f45947227b33aa"
"android-4.4_r1","1aed5ea2dcf7cb0bf35635f378b2326461ba0df0"
"android-4.4_r1.1","5bcd758d6ba6a46bd35a04518f4ba0c3c7bb2242"
"android-4.4_r1.2","c46c4a6765196bcabf3ea89771a1f9067b22baad"
"android-5.0.0_r1","ba35a77c7c4494c9eb74e87d8eaa9a7205c426d2"
"android-5.0.0_r3","38c2eaeefd3b6643e2fcdc4830739d7b80c6a207"
"android-5.0.0_r4","a14d782502116d60474a80fe7a914a7c4dba4af9"
"android-5.0.0_r5","c482a9d86ea22c002fff1b5435a61ccba2149008"
"android-5.0.0_r7","32a22c44b8351c1cccd3a1f9c47a33469d9378e0"
"android-5.0.1_r1","93edcc139722cc6c3f8dc3368846ae364d8ae82d"
"android-5.0.2_r1","0ac9664a9ee2e6d1d3b68fe00c264ad94fe98966"
"android-5.0.2_r3","e0dd9516b516bc9042ad5d6f4b7fef053ce07d0e"
"android-5.1.0_r1","d0f748a7d095fc23bde005b68277dd931349e2f8"
"android-5.1.0_r3","0590e4e5f1b3b2680cab6763212008ce4318e603"
"android-5.1.0_r4","92e7efc3fa20b2fa6f76fc52c596eb0a89365b46"
"android-5.1.0_r5","67676f887181cc329f1f1c828290e686d6ea6d5a"
"android-5.1.1_r1","51c23674ab6340d7a2f2be6b3ff515e7033e118a"
"android-5.1.1_r10","a5e904e7eb3aaec532de83ca52e24af18e0496b4"
"android-5.1.1_r12","7f94696ba0872b7aa2283bf53a8bdf141c244209"
"android-5.1.1_r13","a0e574d7766ccfa374f337fea85dd616d4046674"
"android-5.1.1_r14","8fba7e6931245a17215e0e740e78b45f6b66d590"
"android-5.1.1_r17","7bb5a0433884a78174e6554029f883a4159a199c"
"android-5.1.1_r18","d4c926a4b8dc5840f389552f1f77aefec940d52f"
"android-5.1.1_r19","f4736a7ead342f7b456c0e0e7efd9d2a2ffe50cf"
"android-5.1.1_r22","beb965ce3486fba8e70491fcc5cdba703befd3d7"
"android-5.1.1_r23","7927a55aab995e66711c79d40de56bd69a6a641e"
"android-5.1.1_r24","92451b8b8183a42e5a160281bfd052047a130102"
"android-5.1.1_r25","a6b483722df09654cee1dc1de80a441b739c32aa"
"android-5.1.1_r26","3169f4cd87c5558c3ea60b0ef78f5f4e03ca94a2"
"android-5.1.1_r28","bb21dc3bca7d24953baa8a9b296c5175a945a19f"
"android-5.1.1_r29","5dbe8d9171bae762f98f16172938289d7e295d00"
"android-5.1.1_r30","ae98d39253ba54ddf6091ec8c3120076a6807899"
"android-5.1.1_r33","6dfb5c780482f141815222ec47bf0f187c29e579"
"android-5.1.1_r34","c2640ef66fe5cc87ef3978592e68ed078a08f6e2"
"android-5.1.1_r37","d3383d5bfab296ba3adbc121ff8a7b542bde4afb"
"android-5.1.1_r38","6e9224c3ef7a2b0064b80e9a597ae9316f80d004"
"android-5.1.1_r5","422f4ed3d2f4043f5269b67d9639b4deb405598e"
"android-5.1.1_r6","0e40462e11d27eb859b829b112cecb8c6f0d7afb"
"android-5.1.1_r7","a85714e361340208bd433925929f5d131e087e6e"
"android-5.1.1_r8","69f29104024e5b2a56ede65cdc6a3c8590b3150a"
"android-6.0.0_r1","c02a10d8b626469ea64babebfd88fb96ea9ececf"
"android-6.0.0_r11","4709ef0e003ae6a0949b839f0e74e40b32b15475"
"android-6.0.0_r23","25b5096f154721c8142d54f1b3af9e2998deffe9"
"android-6.0.0_r41","4d70bd7a928903b35c92619437c70bc382587b71"
"android-6.0.1_r10","48b716a9b40f9b108704a46c8c4e3e303531e33b"
"android-6.0.1_r11","56bed21ec2d2fe10e0c1fc672582f14003148f8d"
"android-6.0.1_r13","6a278db4c4a144829353e81420f28dcf2105f767"
"android-6.0.1_r16","28c94330a909a10a5ab452538c2c97e247c48a13"
"android-6.0.1_r17","6a431eed218a65ead4e8e900368676dd9395b936"
"android-6.0.1_r18","9e18175ee2cd98914b8b29355169603b133e969e"
"android-6.0.1_r20","c5a0fcae4d5f81f355cef68b28a3a68d17cd9a11"
"android-6.0.1_r21","e342181a4a8d8177b3b87ffe141777565fe98f15"
